@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
8.599, 39.3, 41.1, 1.03, 1.153, 0.665, 0.649, 481.57, 8.9, 16, 56, 0.0, 16, 37, 0.0, 60, 22, 0.0, 0.0, 11, 11, 0.0, 4, 23, 11, 1, 0.0, 5, 1, 0.0, 1, 33, 0.0, 4, 1.8, 0.117, 7, 45, 57.683, 64.547, 37.256, 36.337, 7.1, 5.65
8.057, 43.1, 43.1, 1.009, 1.136, 0.683, 0.651, 523.68, 7.7, 22, 65, 0.0, 22, 42, 0.0, 70, 28, 0.0, 0.0, 17, 11, 0.0, 3, 28, 9, 1, 0.0, 5, 0.0, 0.0, 1, 37, 0.0, 3, 0.0, 0.1, 7, 53, 65.61, 73.828, 44.387, 42.292, 4.6, 6.3
8.046, 42.1, 43.9, 1.011, 1.139, 0.678, 0.645, 458.6, 7, 17, 57, 0.0, 17, 36, 0.0, 61, 24, 0.0, 0.0, 14, 10, 0.0, 3, 25, 8, 1, 0.0, 4, 0.0, 0.0, 1, 32, 0.0, 3, 0.0, 0.115, 7, 44.5, 57.625, 64.915, 38.62, 36.744, 5.3, 6.2
8.027, 40.7, 44.1, 1.012, 1.143, 0.672, 0.64, 473.62, 8.5, 17, 59, 0.0, 17, 37, 0.0, 63, 24, 0.0, 0.0, 13, 11, 0.0, 3, 26, 9, 1, 0.0, 5, 0.0, 0.0, 1, 33, 0.0, 3, 0.0, 0.111, 7, 45.5, 59.727, 67.413, 39.625, 37.766, 5.1, 5.3
8.367, 39, 44.1, 1.014, 1.141, 0.683, 0.643, 493.68, 8.5, 16, 59, 0.0, 16, 37, 0.0, 63, 23, 0.0, 0.0, 11, 12, 0.0, 3, 26, 10, 2, 0.0, 5, 0.0, 0.0, 2, 33, 0.0, 3, 0.0, 0.111, 7, 45, 59.803, 67.333, 40.273, 37.953, 5.1, 5.7
8.453, 39.6, 43.4, 1.011, 1.133, 0.689, 0.651, 448.01, 9.4, 16, 53, 0.0, 16, 34, 0.0, 57, 21, 1, 0.0, 11, 10, 0.0, 1, 23, 9, 2, 0.0, 5, 1, 0.0, 1, 30, 0.0, 2, 1.9, 0.123, 7, 42, 53.585, 60.057, 36.54, 34.488, 3.8, 6.3
8.374, 40, 41.8, 1.019, 1.147, 0.675, 0.65, 460.58, 10.9, 17, 55, 0.0, 17, 36, 0.0, 59, 22, 0.0, 0.0, 12, 10, 0.0, 3, 23, 10, 1, 0.0, 6, 0.0, 0.0, 1, 32, 0.0, 3, 0.0, 0.119, 7, 44.5, 56.061, 63.081, 37.108, 35.733, 5.5, 5.4
8.599, 39.3, 41.1, 1.03, 1.153, 0.665, 0.649, 481.57, 8.9, 16, 56, 0.0, 16, 37, 0.0, 60, 22, 0.0, 0.0, 11, 11, 0.0, 4, 23, 11, 1, 0.0, 5, 1, 0.0, 1, 33, 0.0, 4, 1.8, 0.117, 7, 45, 57.683, 64.547, 37.256, 36.337, 7.1, 5.7
7.636, 39.3, 46.4, 1.003, 1.134, 0.669, 0.628, 427.6, 8.9, 16, 56, 0.0, 16, 34, 0.0, 60, 22, 0.0, 0.0, 11, 11, 0.0, 1, 26, 8, 1, 0.0, 5, 1, 0.0, 1, 30, 0.0, 1, 1.8, 0.117, 7, 42, 56.145, 63.528, 37.444, 35.187, 1.8, 4.4
8.414, 38.6, 42.1, 1.026, 1.148, 0.663, 0.643, 479.58, 8.8, 16, 57, 0.0, 16, 37, 0.0, 61, 22, 0.0, 0.0, 11, 11, 0.0, 3, 24, 11, 1, 0.0, 5, 2, 0.0, 1, 33, 0.0, 3, 3.5, 0.131, 8, 45, 58.498, 65.417, 37.773, 36.668, 5.3, 6
8.278, 39.3, 42.9, 1.021, 1.147, 0.666, 0.642, 463.58, 8.9, 16, 56, 0.0, 16, 36, 0.0, 60, 22, 0.0, 0.0, 11, 11, 0.0, 3, 24, 10, 1, 0.0, 5, 1, 0.0, 1, 32, 0.0, 3, 1.8, 0.117, 7, 44, 57.17, 64.207, 37.319, 35.954, 5.4, 5.5
8.414, 38.6, 42.1, 1.026, 1.148, 0.663, 0.643, 479.58, 8.8, 16, 57, 0.0, 16, 37, 0.0, 61, 22, 0.0, 0.0, 11, 11, 0.0, 3, 24, 11, 1, 0.0, 5, 2, 0.0, 1, 33, 0.0, 3, 3.5, 0.131, 8, 45, 58.498, 65.417, 37.773, 36.668, 5.3, 6.6
8.952, 39.6, 45.3, 1, 1.125, 0.7, 0.647, 474.47, 9.4, 16, 53, 0.0, 16, 33, 1, 57, 21, 0.0, 0.0, 11, 10, 0.0, 0.0, 24, 8, 2, 0.0, 5, 1, 0.0, 1, 29, 0.0, 1, 1.9, 0.123, 7, 41, 52.978, 59.615, 37.097, 34.302, 1.9, 6.3
8.599, 39.3, 41.1, 1.03, 1.153, 0.665, 0.649, 481.57, 8.9, 16, 56, 0.0, 16, 37, 0.0, 60, 22, 0.0, 0.0, 11, 11, 0.0, 4, 23, 11, 1, 0.0, 5, 1, 0.0, 1, 33, 0.0, 4, 1.8, 0.117, 7, 45, 57.683, 64.547, 37.256, 36.337, 7.1, 5.4
7.272, 42.9, 45.2, 0.993, 1.129, 0.675, 0.638, 305.42, 11.9, 16, 42, 0.0, 16, 27, 0.0, 46, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 19, 5, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.043, 2, 35, 41.694, 47.398, 28.358, 26.795, 0.0, 7.244
8.857, 43.9, 42.1, 1.009, 1.118, 0.713, 0.672, 504.87, 5.3, 18, 57, 0.0, 19, 36, 0.0, 60, 25, 3, 0.0, 18, 7, 1, 0.0, 24, 8, 3, 0.0, 3, 2, 0.0, 0.0, 33, 0.0, 3, 3.5, 0.067, 4, 46, 57.534, 63.728, 40.637, 38.298, 5.3, 7.398
6.519, 43.4, 50.9, 0.979, 1.122, 0.663, 0.611, 345.53, 5.7, 17, 53, 0.0, 17, 29, 0.0, 56, 23, 0.0, 0.0, 14, 9, 0.0, 0.0, 27, 3, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 26, 0.0, 0.0, 0.0, 0.071, 4, 37.5, 51.909, 59.477, 35.154, 32.386, 0.0, 4.699
8.167, 43.1, 43.1, 1.013, 1.129, 0.683, 0.651, 416.53, 3.9, 17, 51, 0.0, 19, 32, 0.0, 54, 22, 0.0, 0.0, 15, 7, 2, 2, 22, 7, 1, 0.0, 2, 2, 0.0, 1, 29, 0.0, 2, 3.9, 0.093, 5, 42.5, 51.68, 57.582, 34.819, 33.221, 3.9, 5.046
8.122, 37.8, 44.4, 1.018, 1.136, 0.663, 0.634, 365.47, 6.7, 12, 45, 0.0, 14, 27, 0.0, 47, 17, 0.0, 0.0, 12, 5, 2, 1, 20, 8, 1, 0.0, 3, 3, 0.0, 1, 25, 0.0, 1, 6.7, 0.128, 6, 35, 45.829, 51.12, 29.818, 28.52, 2.2, 4.523
7.272, 42.9, 45.2, 0.993, 1.129, 0.675, 0.638, 305.42, 11.9, 16, 42, 0.0, 16, 27, 0.0, 46, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 19, 5, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.043, 2, 35, 41.694, 47.398, 28.358, 26.795, 0.0, 7.854
9.289, 48.8, 34.9, 1.029, 1.117, 0.721, 0.705, 399.44, 2.3, 18, 43, 0.0, 22, 30, 0.0, 45, 21, 0.0, 0.0, 21, 0.0, 4, 2, 15, 7, 1, 0.0, 1, 3, 0.0, 1, 28, 0.0, 2, 7, 0.111, 5, 43, 44.254, 48.048, 30.983, 30.334, 4.7, 5.101
6.925, 45.8, 47.5, 0.983, 1.118, 0.681, 0.634, 408.59, 6.8, 23, 59, 0.0, 23, 35, 0.0, 63, 27, 0.0, 0.0, 19, 8, 0.0, 0.0, 28, 4, 0.0, 0.0, 4, 0.0, 0.0, 0.0, 31, 0.0, 0.0, 0.0, 0.079, 5, 46.5, 58.01, 65.976, 40.16, 37.407, 0.0, 6.921
6.97, 42, 48, 0.991, 1.127, 0.662, 0.621, 348.49, 8, 17, 50, 0.0, 17, 29, 0.0, 53, 21, 0.0, 0.0, 13, 8, 0.0, 0.0, 24, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 26, 0.0, 0.0, 2, 0.094, 5, 37.5, 49.571, 56.355, 33.091, 31.068, 0.0, 4.65
6.755, 44.7, 48.9, 0.982, 1.12, 0.673, 0.624, 317.47, 6.4, 17, 47, 0.0, 17, 27, 0.0, 50, 21, 0.0, 0.0, 14, 7, 0.0, 0.0, 23, 3, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 24, 0.0, 0.0, 0.0, 0.08, 4, 35.5, 46.141, 52.647, 31.631, 29.332, 0.0, 4.745
7.404, 44.6, 46.4, 0.986, 1.116, 0.697, 0.644, 414.62, 7.1, 22, 56, 0.0, 22, 34, 0.0, 60, 25, 0.0, 0.0, 17, 8, 0.0, 0.0, 26, 5, 1, 0.0, 4, 0.0, 0.0, 1, 30, 0.0, 0.0, 0.0, 0.083, 5, 45, 55.203, 62.48, 39.046, 36.067, 0.0, 5.523
9.756, 47.5, 35, 1.024, 1.121, 0.736, 0.713, 390.26, 7.5, 16, 40, 0.0, 17, 30, 0.0, 44, 19, 2, 0.0, 15, 4, 1, 1, 14, 7, 2, 0.0, 3, 1, 0.0, 0.0, 26, 0.0, 3, 2.5, 0.0, 0.0, 39, 40.978, 44.838, 29.455, 28.505, 7.5, 4.52
9.345, 47.5, 35, 1.029, 1.131, 0.713, 0.702, 373.81, 7.5, 16, 40, 0.0, 17, 30, 0.0, 44, 19, 1, 0.0, 15, 4, 1, 2, 14, 7, 1, 0.0, 3, 1, 0.0, 0.0, 26, 0.0, 3, 2.5, 0.0, 0.0, 39, 41.167, 45.234, 28.534, 28.061, 7.5, 4.523
9.139, 51.3, 35.9, 1.021, 1.111, 0.731, 0.708, 356.41, 0.0, 18, 39, 0.0, 21, 27, 0.0, 41, 20, 0.0, 0.0, 20, 0.0, 3, 2, 14, 5, 1, 0.0, 0.0, 2, 0.0, 1, 25, 0.0, 2, 5.1, 0.098, 4, 39, 39.825, 43.34, 28.523, 27.598, 5.1, 5.362
6.63, 44, 50, 0.981, 1.121, 0.668, 0.617, 331.5, 6, 17, 50, 0.0, 17, 28, 0.0, 53, 22, 0.0, 0.0, 14, 8, 0.0, 0.0, 25, 3, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 25, 0.0, 0.0, 0.0, 0.075, 4, 36.5, 49.025, 56.062, 33.393, 30.859, 0.0, 4.578
8.298, 42.2, 40, 1.025, 1.152, 0.665, 0.655, 373.42, 11.1, 16, 45, 0.0, 16, 31, 0.0, 49, 19, 0.0, 0.0, 12, 7, 0.0, 3, 18, 8, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 27, 0.0, 3, 0.0, 0.041, 2, 39, 46.116, 51.832, 29.932, 29.471, 6.7, 8.721
9.033, 44.6, 41.1, 1.014, 1.115, 0.716, 0.678, 505.85, 3.6, 18, 56, 0.0, 19, 36, 0.0, 59, 25, 3, 0.0, 18, 7, 1, 0.0, 23, 8, 3, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 3, 5.4, 0.085, 5, 46, 56.76, 62.439, 40.085, 37.991, 5.4, 6.42
8.521, 37.8, 42.2, 1.03, 1.144, 0.661, 0.642, 383.46, 6.7, 12, 45, 0.0, 14, 28, 0.0, 47, 17, 0.0, 0.0, 12, 5, 2, 2, 19, 9, 1, 0.0, 3, 3, 0.0, 1, 26, 0.0, 2, 6.7, 0.128, 6, 36, 46.342, 51.459, 29.756, 28.904, 4.4, 4.886
6.71, 42, 50, 0.987, 1.125, 0.657, 0.611, 335.49, 6, 16, 50, 0.0, 16, 28, 0.0, 53, 21, 0.0, 0.0, 12, 9, 0.0, 0.0, 25, 4, 0.0, 0.0, 3, 1, 0.0, 0.0, 25, 0.0, 0.0, 2, 0.075, 4, 36, 49.352, 56.272, 32.847, 30.574, 0.0, 4.398
7.473, 43.9, 43.9, 0.998, 1.125, 0.678, 0.646, 306.4, 9.8, 16, 41, 0.0, 16, 27, 0.0, 45, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 18, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 23, 0.0, 0.0, 2.4, 0.044, 2, 35, 40.92, 46.109, 27.807, 26.488, 0.0, 8.056
7.865, 43.9, 43.9, 0.992, 1.118, 0.707, 0.658, 322.47, 9.8, 16, 41, 0.0, 16, 27, 0.0, 45, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 18, 5, 1, 0.0, 4, 0.0, 0.0, 1, 23, 0.0, 0.0, 0.0, 0.044, 2, 35, 40.669, 45.82, 29, 26.96, 0.0, 8.745
7.473, 41.5, 43.9, 0.998, 1.134, 0.673, 0.641, 306.41, 14.6, 16, 41, 0.0, 16, 27, 0.0, 45, 17, 0.0, 0.0, 11, 6, 0.0, 0.0, 18, 6, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.044, 2, 35, 40.912, 46.481, 27.603, 26.289, 0.0, 7.26
7.272, 42.9, 45.2, 0.993, 1.129, 0.675, 0.638, 305.42, 11.9, 16, 42, 0.0, 16, 27, 0.0, 46, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 19, 5, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.043, 2, 35, 41.694, 47.398, 28.358, 26.795, 0.0, 7.678
6.241, 40.4, 53.8, 0.981, 1.127, 0.642, 0.589, 324.51, 3.8, 12, 52, 0.0, 12, 26, 0.0, 54, 21, 0.0, 0.0, 12, 9, 0.0, 0.0, 28, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 24, 0.0, 0.0, 1.9, 0.111, 6, 32, 51.018, 58.604, 33.364, 30.606, 0.0, 5.196
6.755, 44.7, 48.9, 0.982, 1.12, 0.673, 0.624, 317.47, 6.4, 17, 47, 0.0, 17, 27, 0.0, 50, 21, 0.0, 0.0, 14, 7, 0.0, 0.0, 23, 3, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 24, 0.0, 0.0, 0.0, 0.08, 4, 35.5, 46.141, 52.647, 31.631, 29.332, 0.0, 4.553
7.487, 44.7, 46.8, 0.989, 1.119, 0.691, 0.642, 351.91, 6.4, 17, 47, 0.0, 17, 28, 0.0, 50, 21, 1, 0.0, 14, 7, 0.0, 0.0, 22, 4, 1, 0.0, 3, 0.0, 0.0, 0.0, 25, 0.0, 1, 0.0, 0.08, 4, 36.5, 46.465, 52.591, 32.489, 30.16, 2.1, 5.444
7.722, 37.8, 46.7, 1.007, 1.128, 0.664, 0.625, 347.48, 6.7, 12, 45, 0.0, 14, 26, 0.0, 47, 17, 0.0, 0.0, 12, 5, 2, 0.0, 21, 7, 1, 0.0, 3, 3, 0.0, 1, 24, 0.0, 0.0, 6.7, 0.128, 6, 34, 45.316, 50.78, 29.881, 28.137, 0.0, 5.097
8.742, 48.8, 39, 1.017, 1.116, 0.714, 0.686, 358.43, 0.0, 18, 41, 0.0, 20, 27, 0.0, 43, 20, 0.0, 0.0, 18, 2, 2, 2, 16, 5, 1, 0.0, 0.0, 2, 0.0, 1, 25, 0.0, 2, 4.9, 0.116, 5, 38, 41.709, 45.755, 29.284, 28.125, 4.9, 5.046
9.289, 48.8, 34.9, 1.029, 1.117, 0.721, 0.705, 399.44, 2.3, 18, 43, 0.0, 22, 30, 0.0, 45, 21, 0.0, 0.0, 21, 0.0, 4, 2, 15, 7, 1, 0.0, 1, 3, 0.0, 1, 28, 0.0, 2, 7, 0.111, 5, 43, 44.254, 48.048, 30.983, 30.334, 4.7, 5.046
7.618, 41.3, 45.7, 1.017, 1.148, 0.645, 0.624, 350.42, 4.3, 12, 46, 0.0, 12, 27, 0.0, 48, 19, 0.0, 0.0, 12, 7, 0.0, 3, 21, 6, 0.0, 0.0, 2, 1, 0.0, 0.0, 25, 0.0, 3, 2.2, 0.104, 5, 33, 46.789, 52.792, 29.654, 28.702, 6.5, 5.04
8.009, 41.3, 43.5, 1.028, 1.155, 0.643, 0.632, 368.41, 4.3, 12, 46, 0.0, 12, 28, 0.0, 48, 19, 0.0, 0.0, 12, 7, 0.0, 4, 20, 7, 0.0, 0.0, 2, 1, 0.0, 0.0, 26, 0.0, 4, 2.2, 0.104, 5, 34, 47.301, 53.132, 29.591, 29.086, 8.7, 5.404
8.009, 41.3, 43.5, 1.028, 1.155, 0.643, 0.632, 368.41, 4.3, 12, 46, 0.0, 12, 28, 0.0, 48, 19, 0.0, 0.0, 12, 7, 0.0, 4, 20, 7, 0.0, 0.0, 2, 1, 0.0, 0.0, 26, 0.0, 4, 2.2, 0.104, 5, 34, 47.301, 53.132, 29.591, 29.086, 8.7, 5.214
8.521, 37.8, 42.2, 1.03, 1.144, 0.661, 0.642, 383.46, 6.7, 12, 45, 0.0, 14, 28, 0.0, 47, 17, 0.0, 0.0, 12, 5, 2, 2, 19, 9, 1, 0.0, 3, 3, 0.0, 1, 26, 0.0, 2, 6.7, 0.128, 6, 36, 46.342, 51.459, 29.756, 28.904, 4.4, 4.699
7.087, 46.2, 46.2, 0.985, 1.118, 0.685, 0.641, 368.52, 7.7, 22, 52, 0.0, 22, 32, 0.0, 56, 24, 0.0, 0.0, 17, 7, 0.0, 0.0, 24, 4, 0.0, 0.0, 4, 0.0, 0.0, 0.0, 28, 0.0, 0.0, 0.0, 0.071, 4, 43, 51.243, 58.145, 35.637, 33.354, 0.0, 5.377
6.936, 44.4, 48.1, 0.99, 1.118, 0.668, 0.626, 374.52, 3.7, 17, 54, 0.0, 17, 32, 0.0, 58, 24, 0.0, 0.0, 15, 9, 0.0, 0.0, 26, 4, 0.0, 0.0, 2, 2, 0.0, 0.0, 28, 0.0, 0.0, 3.7, 0.069, 4, 40.5, 53.461, 60.398, 36.057, 33.794, 0.0, 5.444
6.901, 40.6, 48.4, 0.989, 1.132, 0.659, 0.617, 441.64, 10.9, 22, 64, 0.0, 22, 37, 0.0, 68, 26, 0.0, 0.0, 16, 10, 0.0, 0.0, 31, 7, 0.0, 0.0, 7, 0.0, 0.0, 0.0, 33, 0.0, 0.0, 0.0, 0.088, 6, 48, 63.316, 72.471, 42.177, 39.471, 0.0, 4.745
8.025, 44.8, 44.8, 0.994, 1.118, 0.705, 0.656, 465.46, 6.9, 22, 58, 0.0, 22, 36, 0.0, 62, 26, 2, 0.0, 18, 8, 0.0, 0.0, 26, 6, 2, 0.0, 4, 0.0, 0.0, 0.0, 32, 0.0, 2, 0.0, 0.081, 5, 47, 57.658, 64.864, 40.875, 38.062, 3.4, 6.523
7.471, 46, 46, 0.984, 1.111, 0.706, 0.65, 373.56, 6, 21, 50, 0.0, 21, 31, 0.0, 54, 23, 0.0, 0.0, 16, 7, 0.0, 0.0, 23, 4, 1, 0.0, 3, 0.0, 0.0, 1, 27, 0.0, 0.0, 0.0, 0.074, 4, 41.5, 49.218, 55.567, 35.279, 32.519, 0.0, 5.699
7.473, 41.5, 43.9, 0.998, 1.134, 0.673, 0.641, 306.41, 14.6, 16, 41, 0.0, 16, 27, 0.0, 45, 17, 0.0, 0.0, 11, 6, 0.0, 0.0, 18, 6, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.044, 2, 35, 40.912, 46.481, 27.603, 26.289, 0.0, 7.187
8.298, 42.2, 40, 1.025, 1.152, 0.665, 0.655, 373.42, 11.1, 16, 45, 0.0, 16, 31, 0.0, 49, 19, 0.0, 0.0, 12, 7, 0.0, 3, 18, 8, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 27, 0.0, 3, 0.0, 0.041, 2, 39, 46.116, 51.832, 29.932, 29.471, 6.7, 8.658
7.272, 42.9, 45.2, 0.993, 1.129, 0.675, 0.638, 305.42, 11.9, 16, 42, 0.0, 16, 27, 0.0, 46, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 19, 5, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 23, 0.0, 0.0, 0.0, 0.043, 2, 35, 41.694, 47.398, 28.358, 26.795, 0.0, 7.921
7.099, 42.2, 46.7, 0.991, 1.129, 0.669, 0.629, 319.45, 11.1, 16, 45, 0.0, 16, 28, 0.0, 49, 19, 0.0, 0.0, 12, 7, 0.0, 0.0, 21, 5, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 24, 0.0, 0.0, 0.0, 0.041, 2, 36, 44.578, 50.813, 30.12, 28.321, 0.0, 7.921
7.01, 42.1, 47.4, 0.989, 1.129, 0.667, 0.626, 266.38, 10.5, 12, 38, 0.0, 12, 23, 0.0, 41, 16, 0.0, 0.0, 10, 6, 0.0, 0.0, 18, 4, 0.0, 0.0, 4, 0.0, 0.0, 0.0, 20, 0.0, 0.0, 0.0, 0.049, 2, 29, 37.592, 42.9, 25.353, 23.773, 0.0, 7.585
9.033, 44.6, 41.1, 1.014, 1.115, 0.716, 0.678, 505.85, 3.6, 18, 56, 0.0, 19, 36, 0.0, 59, 25, 3, 0.0, 18, 7, 1, 0.0, 23, 8, 3, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 3, 5.4, 0.068, 4, 46, 56.76, 62.439, 40.085, 37.991, 5.4, 6.921
6.45, 42, 52, 0.983, 1.124, 0.652, 0.602, 322.49, 4, 12, 50, 0.0, 12, 27, 0.0, 53, 21, 0.0, 0.0, 12, 9, 0.0, 0.0, 26, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 24, 0.0, 0.0, 2, 0.113, 6, 33, 49.134, 56.188, 32.603, 30.079, 0.0, 5.194
6.349, 41.5, 52.8, 0.981, 1.125, 0.648, 0.596, 336.52, 3.8, 12, 53, 0.0, 12, 28, 0.0, 56, 22, 0.0, 0.0, 12, 10, 0.0, 0.0, 28, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 25, 0.0, 0.0, 1.9, 0.125, 7, 34, 52.018, 59.604, 34.364, 31.606, 0.0, 5.529
6.563, 42.6, 51.1, 0.984, 1.123, 0.656, 0.607, 308.46, 4.3, 12, 47, 0.0, 12, 26, 0.0, 50, 20, 0.0, 0.0, 12, 8, 0.0, 0.0, 24, 3, 0.0, 0.0, 2, 1, 0.0, 0.0, 23, 0.0, 0.0, 2.1, 0.08, 4, 32, 46.251, 52.773, 30.841, 28.552, 0.0, 4.67
7.227, 41.3, 47.8, 1.006, 1.14, 0.646, 0.616, 332.43, 4.3, 12, 46, 0.0, 12, 26, 0.0, 48, 19, 0.0, 0.0, 12, 7, 0.0, 2, 22, 5, 0.0, 0.0, 2, 1, 0.0, 0.0, 24, 0.0, 2, 2.2, 0.104, 5, 32, 46.276, 52.453, 29.716, 28.319, 4.3, 4.896
7.902, 41.1, 42.9, 1.02, 1.141, 0.654, 0.639, 442.51, 7.1, 17, 56, 0.0, 18, 35, 0.0, 59, 23, 0.0, 0.0, 16, 7, 1, 2, 24, 9, 0.0, 0.0, 4, 3, 0.0, 0.0, 32, 0.0, 2, 5.4, 0.119, 7, 44.5, 57.134, 63.868, 36.637, 35.791, 3.6, 5.387
9.217, 46.5, 41.9, 0.998, 1.113, 0.719, 0.675, 396.31, 7, 16, 43, 0.0, 17, 29, 1, 47, 20, 0.0, 0.0, 15, 5, 1, 0.0, 18, 5, 1, 0.0, 3, 1, 0.0, 0.0, 25, 0.0, 1, 2.3, 0.0, 0.0, 38, 42.931, 47.868, 30.915, 29.019, 2.3, 4.523
8.446, 47.5, 40, 1.004, 1.114, 0.716, 0.682, 337.83, 7.5, 16, 40, 0.0, 17, 28, 0.0, 44, 19, 1, 0.0, 15, 4, 1, 0.0, 16, 5, 1, 0.0, 3, 1, 0.0, 0.0, 24, 0.0, 1, 2.5, 0.0, 0.0, 37, 40.142, 44.555, 28.659, 27.294, 2.5, 4.523
6.861, 38.9, 50, 0.997, 1.139, 0.64, 0.602, 370.52, 7.4, 12, 54, 0.0, 13, 29, 0.0, 56, 21, 0.0, 0.0, 12, 9, 1, 1, 27, 6, 0.0, 0.0, 4, 1, 0.0, 0.0, 27, 0.0, 1, 1.9, 0.125, 7, 36, 53.85, 61.525, 34.552, 32.505, 1.9, 5.886
5.305, 36.4, 61.4, 0.968, 1.134, 0.611, 0.542, 233.44, 2.3, 6, 44, 0.0, 6, 17, 0.0, 44, 16, 0.0, 0.0, 6, 10, 0.0, 0.0, 27, 1, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 17, 0.0, 0.0, 0.0, 0.136, 6, 20, 42.589, 49.896, 26.904, 23.87, 0.0, 5.125
5.754, 37.2, 58.1, 0.977, 1.132, 0.619, 0.559, 247.42, 2.3, 6, 43, 0.0, 6, 19, 0.0, 44, 16, 0.0, 0.0, 6, 10, 0.0, 0.0, 25, 2, 0.0, 0.0, 1, 1, 0.0, 0.0, 18, 0.0, 0.0, 2.3, 0.136, 6, 22, 42.032, 48.69, 26.597, 24.058, 0.0, 4.456
7.473, 43.9, 43.9, 0.998, 1.125, 0.678, 0.646, 306.4, 9.8, 16, 41, 0.0, 16, 27, 0.0, 45, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 18, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 23, 0.0, 0.0, 2.4, 0.044, 2, 35, 40.92, 46.109, 27.807, 26.488, 0.0, 8.276
7.865, 43.9, 43.9, 0.992, 1.118, 0.707, 0.658, 322.47, 9.8, 16, 41, 0.0, 16, 27, 0.0, 45, 18, 0.0, 0.0, 12, 6, 0.0, 0.0, 18, 5, 1, 0.0, 4, 0.0, 0.0, 1, 23, 0.0, 0.0, 0.0, 0.044, 2, 35, 40.669, 45.82, 29, 26.96, 0.0, 8.921
8.009, 41.3, 43.5, 1.028, 1.155, 0.643, 0.632, 368.41, 4.3, 12, 46, 0.0, 12, 28, 0.0, 48, 19, 0.0, 0.0, 12, 7, 0.0, 4, 20, 7, 0.0, 0.0, 2, 1, 0.0, 0.0, 26, 0.0, 4, 2.2, 0.104, 5, 34, 47.301, 53.132, 29.591, 29.086, 8.7, 5.094
5.986, 36.6, 56.1, 0.979, 1.138, 0.625, 0.569, 245.41, 7.3, 6, 41, 0.0, 6, 20, 0.0, 43, 15, 0.0, 0.0, 6, 9, 0.0, 0.0, 23, 3, 0.0, 0.0, 3, 0.0, 0.0, 0.0, 18, 0.0, 0.0, 0.0, 0.07, 3, 23, 40.141, 46.647, 25.631, 23.332, 0.0, 4.8
